ala_search_term,common_name,assess,vic_taxon_id,taxon_concept_id,delwp_taxon,delwp_common_name,taxon_level,sort,split,category,group,nc_raw_ala,Ne_adjust,DBSCAN_MinPts,n_raw_vic,pc_raw_vic,n_filtered,pc_recs_filt,n_filt_vic,pc_filt_vic,n_states,n_ibra7,n_nrm2017,n_subsp,n_sci_nm,cons_status,total_aust_popn_size,australia_distrib,popn_separation,vic_popn_trend,dispersal_capacity,dispersing_sex,fire_survival,fire_rating,male_disp,fem_disp,epsilon, vic_popn_size ,disperse_model,resist_model_type,guild,sub_guild,dispersal_conf,dispersal_method,reproduce_mode,ave_gen_time,gen_time_group,hybrid_risk,r_or_k_strat,mtdna,micro_sats,snps,genetic_misc,allozyme,any_genetic_data,Gen_data_main,WoS_hits_July19,popn_structure,inbreed_evidence,genetic_diversity,reduced_ne,data_quality_issues,genetic_data_utility,locally_adapted,rescue_potential,re_establish_potential,future_impacts,provenance_potential,diversity_potential,outbreed_risk,gen_data_priority,case_study,alt_latin_names,victorian_sub-species,other_alt_common,delwp_alt_common,attrib_data,assessed_1,maturity,longevity,fire,soil_seed,pollen_disp,w_logged,Woody,seeds_disp,useful_gen_data,vic_presence,vic_adv_status,epbc,ffg_act,class,superorder,order,family
Diuris monticola,Mountain Golden Moths,ALA,505424,https://id.biodiversity.org.au/node/apni/2913929,Diuris monticola,Mountain Golden Moths,Base,1659,Orchid,Plants,Orchids,517,0.1,3,81,15.7%,346,66.9%,48,13.87%,4,11,12,0,1,ncs,,,,,,,Fire_NK,5,4,6.3,6.3,1570,Distance,Generic,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Diuris lanceolata p.p., Diuris monticola, Diuris pedunculata p.p.",,,"Highland Golden Moths, Mountain Moths, Mountain Golden Moths",Data,No,Mat1-5,Long>500,Fire_NK,Seed<2,Poll_invert,WL 1-6,No,Wind,,present,,,,Magnoliopsida,Lilianae,Asparagales,Orchidaceae
Diuris ochroma,Pale Golden Moths,ALA,501512,https://id.biodiversity.org.au/node/apni/2914029,Diuris ochroma,Pale Golden Moths,Base,1660,Orchid,Plants,Orchids,167,0.1,3,25,15.0%,25,15.0%,19,76.00%,2,3,4,0,1,e,,,,,,,Fire_NK,5,4,6.3,6.3,492,Distance,Species,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Diuris sp. aff. lanceolata (Wonnangatta), Diuris ochroma",,,"Pale Golden Moths, Pale Goat Orchid",Data,No,Mat1-5,Long>500,Fire_NK,Seed<2,Poll_invert,not,No,Wind,,present,EN,VU,Listed,Magnoliopsida,Lilianae,Asparagales,Orchidaceae
Diuris orientis,Wallflower Orchid,ALA,501079,https://id.biodiversity.org.au/name/apni/162902,Diuris orientis,Wallflower Orchid,Base,1661,Orchid,Plants,Orchids,2374,0.1,3,1174,49.5%,1752,73.8%,818,46.69%,6,22,23,0,1,ncs,,,,,,,Fire_NK,5,4,6.3,6.3,17636,Distance,Generic,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Diuris corymbosa, Diuris longifolia, Diuris orientis",,,"Donkey Orchid, Tall Diuris, Naringarnik (Koorie name), Wallflower Orchid",Data,No,Mat1-5,Long>500,Fire_NK,Seed<2,Poll_invert,not,No,Wind,,present,,,,Magnoliopsida,Lilianae,Asparagales,Orchidaceae
Diuris palustris,Swamp Diuris,ALA,501082,https://id.biodiversity.org.au/name/apni/95892,Diuris palustris,Swamp Diuris,Base,1662,Orchid,Plants,Orchids,518,0.1,3,172,33.2%,307,59.3%,65,21.17%,3,13,15,0,1,v,,,,,,,Fire_NK,5,4,6.3,6.3,2754,Distance,Species,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,,,,"Swamp Diuris, Swamp Doubletail",Data,No,Mat1-5,Long>500,Fire_NK,Seed<2,Poll_invert,WL 1-6,No,Wind,,present,VU,,Listed,Magnoliopsida,Lilianae,Asparagales,Orchidaceae
Diuris protena,Northern Golden Moths,ALA,507733,https://id.biodiversity.org.au/node/apni/2886326,Diuris protena,Northern Golden Moths,Base,1663,Orchid,Plants,Orchids,35,0.1,3,35,100.0%,18,51.4%,18,100.00%,1,4,3,0,1,e,,,,,,,Fire_NK,5,4,6.3,6.3,490,Distance,Species,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,,,,,Data,No,Mat1-5,Long>500,Fire_NK,Seed<2,Poll_invert,not,No,Wind,,endemic,EN,,Listed,Magnoliopsida,Lilianae,Asparagales,Orchidaceae
Diuris punctata,Purple Diuris,ALA,501084,https://id.biodiversity.org.au/name/apni/96160,Diuris punctata var. punctata,Purple Diuris,Base,1664,Orchid,Plants,Orchids,1574,0.1,3,808,51.3%,610,38.8%,320,52.46%,4,17,23,5,6,ncs,,,,,,,Fire_NK,5,4,6.3,6.3,12078,Distance,Limited,No guild,,,,,,,,,,,,,,No,,1,,,,,,,,,,,,,,,,"Diuris punctata, Diuris punctata var. punctata, Diuris punctata, Diuris punctata var. punctata f. blakneyae",,,"Purple Diuris, Purple Donkey Orchid, Purple Donkey-orchid, Purple Diuris",Data,No,Mat1-5,Long10-50,Fire_NK,Seed<2,Poll_invert,WL 1-6,No,Wind,phylo,present,VU,,Listed,Magnoliopsida,Lilianae,Asparagales,Orchidaceae
Diuris subalpina,Small Snake-orchid,ALA,507234,https://id.biodiversity.org.au/node/apni/2918895,Diuris subalpina,Small Snake-orchid,Base,1665,Orchid,Plants,Orchids,97,0.1,3,5,5.2%,50,51.5%,1,2.00%,3,3,6,0,1,e,,,,,,,Fire_NK,5,4,6.3,6.3,162,Distance,Generic,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Diuris pedunculata s.s., Diuris sp. aff. chryseopsis (montane), Diuris pallens, Diuris subalpina, Diuris pedunculata",,,"Small Snake Orchid, Slender Golden Moths, Small Snake-orchid",Data,No,Mat1-5,Long>500,Fire_NK,Seed<2,Poll_invert,WL 1-6,No,Wind,,present,EN,,,Magnoliopsida,Lilianae,Asparagales,Orchidaceae
Diuris sulphurea,Tiger Orchid,ALA,501085,https://id.biodiversity.org.au/name/apni/96803,Diuris sulphurea,Tiger Orchid,Base,1666,Orchid,Plants,Orchids,4634,0.1,3,1591,34.3%,3450,74.5%,1202,34.84%,6,24,29,2,3,ncs,,,,,,,Fire_NK,5,4,6.3,6.3,25317,Distance,Generic,No guild,,,,,,,,,,,,,,No,,1,,,,,,,,,,,,,,,,,,,"Hornet Orchid, Tiger Orchid",Data,No,Mat1-5,Long>500,Fire_NK,Seed<2,Poll_invert,not,No,Wind,phylo,present,,,,Magnoliopsida,Lilianae,Asparagales,Orchidaceae
Diuris tricolor,Painted Diuris,ALA,505275,https://id.biodiversity.org.au/node/apni/2903119,Diuris tricolor,Painted Diuris,Base,1667,Orchid,Plants,Orchids,4352,0.1,3,2,0.0%,68,1.6%,2,2.94%,2,7,8,0,1,e,,,,,,,Fire_NK,5,4,6.3,6.3,4378,Distance,HIM_species,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Diuris sheaffiana, Diuris tricolor",,,"Spotted-throat Cowslip, Painted Diuris, Long-tailed Goat Orchid",Data,No,Mat1-5,Long>500,Fire_NK,Seed<2,Poll_invert,not,No,Wind,,present,EN,,Listed,Magnoliopsida,Lilianae,Asparagales,Orchidaceae
Dodonaea boroniifolia,Hairy Hop-bush,ALA,501087,https://id.biodiversity.org.au/node/apni/2897142,Dodonaea boroniifolia,Hairy Hop-bush,Base,1668,OFam4,Plants,Other family,1186,0.1,3,159,13.4%,759,64.0%,102,13.44%,5,25,26,0,1,r,,,,,,,Fire_K,3,15.8,6.3,15.8,3253,Distance,Species,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Dodonaea boroniifolia, Dodonaea hirtella, Dodonaea caleyana",,,"Hairy Hop Bush, Hairy Hop-bush",Data,No,Mat5-20,Long10-50,Fire_K,Seed>2,Poll_abiotic,not,Yes,Wind,,present,Rare,,,Magnoliopsida,Rosanae,Sapindales,Sapindaceae
Dodonaea bursariifolia,Small Hop-bush,ALA,501088,https://id.biodiversity.org.au/node/apni/2916790,Dodonaea bursariifolia,Small Hop-bush,Base,1669,OFam4,Plants,Other family,2568,0.1,3,661,25.7%,1988,77.4%,536,26.96%,4,23,20,0,1,ncs,,,,,,,Fire_K,3,15.8,6.3,15.8,11161,Distance,Generic,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Dodonaea bursariifolia, Dodonaea bursariifolia var. major",,,,Data,No,Mat5-20,Long10-50,Fire_K,Seed>2,Poll_abiotic,WL < 1,Yes,Wind,,present,,,,Magnoliopsida,Rosanae,Sapindales,Sapindaceae
Dodonaea hexandra,Horned Hop-bush,ALA,503686,https://id.biodiversity.org.au/node/apni/8493544,Dodonaea hexandra,Horned Hop-bush,Base,1670,OFam4,Plants,Other family,1517,0.1,3,36,2.4%,1149,75.7%,24,2.09%,3,8,9,0,1,v,,,,,,,Fire_K,3,15.8,6.3,15.8,1985,Distance,Species,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,,,,,Data,No,Mat5-20,Long10-50,Fire_K,Seed>2,Poll_abiotic,not,Yes,Wind,,present,VU,,,Magnoliopsida,Rosanae,Sapindales,Sapindaceae
Dodonaea procumbens,Trailing Hop Bush,ALA,501090,https://id.biodiversity.org.au/node/apni/2903899,Dodonaea procumbens,Trailing Hop-bush,Base,1671,OFam4,Plants,Other family,1613,0.1,3,1269,78.7%,494,30.6%,268,54.25%,4,8,14,0,1,v,,,,,,,Fire_NK,5,15.8,6.3,15.8,18110,Distance,Species,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,,,,,Data,No,Mat5-20,Long10-50,Fire_NK,Seed>2,Poll_abiotic,WL < 1,Yes,Wind,,present,VU,VU,,Magnoliopsida,Rosanae,Sapindales,Sapindaceae
Dodonaea rhombifolia,Broad-leaf Hop-bush,ALA,501091,https://id.biodiversity.org.au/node/apni/2887607,Dodonaea rhombifolia,Broad-leaf Hop-bush,Base,1672,OFam4,Plants,Other family,342,0.1,3,142,41.5%,205,59.9%,88,42.93%,2,10,9,0,1,r,2K to 10K,Vic + 1 state,Both,unsure,Modest,,Fire_K,3,15.8,6.3,15.8,2188,Distance,Species,No guild,,,Airborne,Dioecy,Perennial,mid,,r,No,No,No,None,No,No,,0,,,,,,,Possible,Uncertain,Medium,Multiple,Uncertain,Uncertain,Low,Secondary,,,,,,Data,Yes,Mat5-20,Long10-50,Fire_K,Seed>2,Poll_abiotic,not,Yes,Wind,,present,Rare,,,Magnoliopsida,Rosanae,Sapindales,Sapindaceae
Dodonaea stenozyga,Desert Hop-bush,ALA,501092,https://id.biodiversity.org.au/node/apni/2887634,Dodonaea stenozyga,Desert Hop-bush,Base,1673,OFam4,Plants,Other family,1496,0.1,3,112,7.5%,1066,71.3%,88,8.26%,4,15,13,0,1,ncs,"> 10,000",Minor in Vic,Recent,unsure,Modest,,Fire_K,3,15.8,6.3,15.8,2952,Distance,Generic,No guild,,,Airborne,Dioecy,Perennial,mid,,r,No,No,No,None,No,No,,0,,,,,,,Possible,Redundant,Low,Habitat loss,Uncertain,No,Not Expected,Low,,,,,,Data,Yes,Mat5-20,Long10-50,Fire_K,Seed>2,Poll_abiotic,not,Yes,Wind,,present,,,,Magnoliopsida,Rosanae,Sapindales,Sapindaceae
Dodonaea triquetra,Large-leaf Hop-bush,ALA,501093,https://id.biodiversity.org.au/node/apni/2892672,Dodonaea triquetra,Large-leaf Hop-bush,Base,1674,OFam4,Plants,Other family,8646,0.1,3,370,4.3%,6866,79.4%,251,3.66%,4,15,17,0,1,ncs,,,,,,,Fire_K,3,15.8,6.3,15.8,13456,Distance,Generic,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Dodonaea triquetra, Dodonaea laurina",,,"Large-leaf Hop-bush, Large-leaf Hop Bush",Data,No,Mat5-20,Long10-50,Fire_K,Seed>2,Poll_abiotic,WL < 1,Yes,Wind,,present,,,,Magnoliopsida,Rosanae,Sapindales,Sapindaceae
Dodonaea truncatiales,Angular Hop-bush,ALA,501094,https://id.biodiversity.org.au/node/apni/7870563,Dodonaea truncatiales,Angular Hop-bush,Base,1675,OFam4,Plants,Other family,449,0.1,3,3,0.7%,261,58.1%,2,0.77%,2,9,9,0,1,v,,,,,,,Fire_K,3,15.8,6.3,15.8,488,Distance,Species,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Dodonaea calycina, Dodonaea truncatiales",,,,Data,No,Mat5-20,Long10-50,Fire_K,Seed>2,Poll_abiotic,not,Yes,Wind,,present,VU,,,Magnoliopsida,Rosanae,Sapindales,Sapindaceae
Dodonaea viscosa,Sticky Hop-bush,ALA,501095,https://id.biodiversity.org.au/node/apni/7873835,Dodonaea viscosa,Sticky Hop-bush,Base,1676,OFam4,Plants,Other family,34327,0.1,3,4706,13.7%,26102,76.0%,3581,13.72%,8,76,58,7,8,ncs,"> 10,000",Widespread,Both,down,Extensive,,Fire_NK,5,15.8,6.3,15.8,95505,Distance,Limited,No guild,,,Multiple,Rare Selfing,6 - 10 yr,mid,,r,Yes,No,Yes,RFLPs,No,Yes,Limited,14,Little,Data def,Data def,Data def,Analysis,Limited,Possible,Redundant,High,Habitat loss,Yes,Yes,Not Expected,Low,,Dodonaea spatulata,"angustifolia, angustissima, cuneata, spatulata",,"Sticky Hop-bush, Akeake",Data,Yes,Mat5-20,Long10-50,Fire_NK,Seed>2,Poll_abiotic,not,Yes,Wind,YES,present,,,,Magnoliopsida,Rosanae,Sapindales,Sapindaceae
Drabastrum alpestre,Mountain Cress,ALA,501099,https://id.biodiversity.org.au/node/apni/2890450,Drabastrum alpestre,Mountain Cress,Base,1677,OFam1,Plants,Brassicas,148,0.1,3,24,16.2%,75,50.7%,13,17.33%,3,3,5,0,1,v,,,,,,,Fire_NK,5,6.3,1.58,6.3,460,Distance,Species,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Drabastrum alpestre, Blennodia alpestris",,,,Data,No,Mat1-5,Long10-50,Fire_NK,Seed>2,Poll_Apis,not,No,insect,,present,VU,,Listed,Magnoliopsida,Rosanae,Brassicales,Brassicaceae
Drosera aberrans,Scented Sundew,ALA,501110,https://id.biodiversity.org.au/node/apni/2890276,Drosera aberrans,Scented Sundew,Base,1678,OFam2,Plants,Other family,4780,0.1,3,4447,93.0%,3934,82.3%,3646,92.68%,2,11,12,0,1,ncs,,,,,,,Fire_NK,5,6.3,1.58,6.3,62591,Distance,Generic,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Drosera whittakeri, Drosera whittakeri ssp. aberrans, Drosera whittakeri subsp. aberrans",,,"Scented Sundew, Whittakers Sundew",Data,No,Mat1-5,Long>500,Fire_NK,Seed>2,Poll_Apis,not,No,insect,,present,,,,Magnoliopsida,Caryophyllanae,Caryophyllales,Droseraceae
Drosera arcturi,Alpine Sundew,ALA,501101,https://id.biodiversity.org.au/node/apni/2895271,Drosera arcturi,Alpine Sundew,Base,1679,OFam2,Plants,Other family,994,0.1,3,244,24.5%,674,67.8%,196,29.08%,3,9,10,0,1,r,,,,,,,Fire_K,3,6.3,1.58,6.3,4166,Distance,Species,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,,,,,Data,No,Mat1-5,Long>500,Fire_K,Seed>2,Poll_Apis,WL > 6,No,insect,,present,Rare,,,Magnoliopsida,Caryophyllanae,Caryophyllales,Droseraceae
Drosera auriculata,Tall Sundew,ALA,501102,https://id.biodiversity.org.au/node/apni/2906172,Drosera auriculata,Tall Sundew,Base,1680,OFam2,Plants,Other family,13634,0.1,3,8749,64.2%,10795,79.2%,6820,63.18%,7,32,39,0,1,ncs,,,,,,,Fire_NK,5,6.3,1.58,6.3,127371,Distance,Generic,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Drosera auriculata, Drosera peltata subsp. auriculata, Drosera peltata ssp. auriculata",,,"Tall Sundew, Errienellam (Koorie name)",Data,No,Mat1-5,Long10-50,Fire_NK,Seed>2,Poll_Apis,WL < 1,No,insect,,present,,,,Magnoliopsida,Caryophyllanae,Caryophyllales,Droseraceae
Drosera binata,Forked Sundew,ALA,501103,https://id.biodiversity.org.au/node/apni/2901986,Drosera binata,Forked Sundew,Base,1681,OFam2,Plants,Other family,3029,0.1,3,388,12.8%,1685,55.6%,291,17.27%,7,24,27,0,1,ncs,"> 10,000",Widespread,Both,down,Medium,,Fire_NK,5,6.3,1.58,6.3,8073,Distance,Generic,No guild,,,Water,Mixed,6 - 10 yr,mid,,r,No,No,No,RAPDs,No,Yes,Limited,1,Data def,Data def,Data def,Data def,Multiple,Limited,Yes,Redundant,High,Habitat loss,Yes,Uncertain,Low,Low,,"Drosera dichotoma, Drosera intermedia, Drosera flagellifera, Drosera cunninghamii ",,,,Data,Yes,Mat1-5,Long10-50,Fire_NK,Seed>2,Poll_Apis,WL > 6,No,insect,YES,present,,,,Magnoliopsida,Caryophyllanae,Caryophyllales,Droseraceae
Drosera finlaysoniana,Flycatcher,ALA,501105,https://id.biodiversity.org.au/node/apni/2906787,Drosera finlaysoniana,Flycatcher,Base,1682,OFam2,Plants,Other family,415,0.1,3,5,1.2%,296,71.3%,3,1.01%,6,41,19,0,1,v,,,,,,,Fire_K,3,6.3,1.58,6.3,480,Distance,Generic,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Drosera finlaysoniana, Drosera indica, Drosera angustifolia",,,"Indian Sundew, Flycatcher",Data,No,Mat<1,Long<1,Fire_K,Seed>2,Poll_Apis,WL < 1,No,insect,,present,VU,,,Magnoliopsida,Caryophyllanae,Caryophyllales,Droseraceae
Drosera glanduligera,Scarlet Sundew,ALA,501104,https://id.biodiversity.org.au/node/apni/2894215,Drosera glanduligera,Scarlet Sundew,Base,1683,OFam2,Plants,Other family,2700,0.1,3,904,33.5%,2233,82.7%,765,34.26%,6,31,36,0,1,ncs,,,,,,,Fire_NK,5,6.3,1.58,6.3,14452,Distance,Generic,No guild,,,,,,,,,,,,,,No,,1,,,,,,,,,,,,,,,,,,,"Scarlet Sundew, Pimpernel Sundew",Data,No,Mat1-5,Long1-10,Fire_NK,Seed>2,Poll_Apis,WL < 1,No,insect,biology,present,,,,Magnoliopsida,Caryophyllanae,Caryophyllales,Droseraceae
Drosera hookeri,Branched Sundew,ALA,528663,https://id.biodiversity.org.au/node/apni/2912876,Drosera hookeri,Branched Sundew,Base,1684,OFam2,Plants,Other family,1018,0.1,3,315,30.9%,703,69.1%,229,32.58%,6,24,34,0,1,ncs,,,,,,,unknown,4,6.3,1.58,6.3,5113,Distance,Generic,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Drosera peltata var. foliosa, Drosera foliosa, Drosera peltata subsp. peltata p.p. A, Drosera peltata p.p.",,Grassland Sundew,Pale Sundew,None,No,#N/A,#N/A,#N/A,#N/A,Poll_Apis,#N/A,No,insect,,present,,,,Magnoliopsida,Caryophyllanae,Caryophyllales,Droseraceae
Drosera macrantha,Climbing Sundew,ALA,501106,https://id.biodiversity.org.au/taxon/apni/51283580,Drosera macrantha subsp. planchonii,Climbing Sundew,Base,1685,OFam2,Plants,Other family,5001,0.1,3,1278,25.6%,4119,82.4%,1050,25.49%,5,28,28,3,4,ncs,,,,,,,Fire_NK,5,6.3,1.58,6.3,21615,Distance,Generic,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Drosera macrantha ssp. macrantha, Drosera menziesii var. albiflora, Drosera macrantha, Drosera planchonii, Drosera macrantha subsp. macrantha, Drosera macrantha ssp. planchonii, Sondera planchonii, Drosera macrantha subsp. planchonii",,,,Data,No,Mat1-5,Long10-50,Fire_NK,Seed>2,Poll_Apis,not,No,insect,,present,,,,Magnoliopsida,Caryophyllanae,Caryophyllales,Droseraceae
Drosera peltata,Pale Sundew,ALA,503689,https://id.biodiversity.org.au/node/apni/2921144,Drosera peltata s.l.,Pale Sundew,Base,1686,OFam2,Plants,Other family,7094,0.1,3,2007,28.3%,5676,80.0%,1595,28.10%,8,41,47,1,2,r,,,,,,,Fire_NK,5,6.3,1.58,6.3,33185,Distance,Generic,No guild,,,,,,,,,,,,,,No,,2,,,,,,,,,,,,,,,,,,,"Tall Sundew, Pale Sundew",Data,No,Mat1-5,Long10-50,Fire_NK,Seed>2,Poll_Apis,WL < 1,No,insect,none,present,,,,Magnoliopsida,Caryophyllanae,Caryophyllales,Droseraceae
Drosera pygmaea,Tiny Sundew,ALA,501108,https://id.biodiversity.org.au/node/apni/2916113,Drosera pygmaea,Tiny Sundew,Base,1687,OFam2,Plants,Other family,2503,0.1,3,909,36.3%,1815,72.5%,767,42.26%,7,28,26,0,1,ncs,,,,,,,Fire_K,3,6.3,1.58,6.3,14320,Distance,Generic,No guild,,,,,,,,,,,,,,No,,1,,,,,,,,,,,,,,,,,,,,Data,No,Mat<1,Long<1,Fire_K,Seed>2,Poll_Apis,WL 1-6,No,insect,biology,present,,,,Magnoliopsida,Caryophyllanae,Caryophyllales,Droseraceae
Drosera spatulata,Rosy Sundew,ALA,501109,https://id.biodiversity.org.au/node/apni/7173780,Drosera spatulata,Rosy Sundew,Base,1688,OFam2,Plants,Other family,3646,0.1,3,268,7.4%,2146,58.9%,197,9.18%,5,25,30,2,3,ncs,,,,,,,Fire_NK,5,6.3,1.58,6.3,7130,Distance,Generic,No guild,,,,,,,,,,,,,,No,,3,,,,,,,,,,,,,,,,"Drosera spatulata, Drosera spathulata",,,,Data,No,Mat1-5,Long10-50,Fire_NK,Seed>2,Poll_Apis,WL 1-6,No,insect,ploidy,present,,,,Magnoliopsida,Caryophyllanae,Caryophyllales,Droseraceae
Drymophila cyanocarpa,Turquoise Berry,ALA,501111,https://id.biodiversity.org.au/node/apni/2914203,Drymophila cyanocarpa,Turquoise Berry,Base,1689,OFam1,Plants,Other family,3165,0.1,3,863,27.3%,2742,86.6%,747,27.24%,4,16,15,0,1,ncs,,,,,,,Fire_NK,5,6.3,40,40.0,14384,Distance,Generic,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,,,,,Data,No,Mat1-5,Long>500,Fire_NK,Seed>2,Poll_Apis,not,No,Bird_int,,present,,,,Magnoliopsida,Lilianae,Asparagales,Asparagaceae
Dryopoa dives,Giant Mountain-grass,ALA,501112,https://id.biodiversity.org.au/node/apni/2911466,Dryopoa dives,Giant Mountain-grass,Base,1690,Grass,Plants,Grasses,849,0.1,3,603,71.0%,649,76.4%,480,73.96%,3,8,11,2,3,ncs,,,,,,,Fire_K,3,10,6.3,10.0,8688,Distance,Limited,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Festuca dives, Dryopoa dives",,,"Giant Mountain Grass, Giant Mountain-grass",Data,No,Mat1-5,Long1-10,Fire_K,Seed>2,Poll_abiotic,not,No,Mam_ext,,present,,,,Magnoliopsida,Lilianae,Poales,Poaceae
Duma florulenta,Tangled Lignum,ALA,502227,https://id.biodiversity.org.au/node/apni/2916976,Duma florulenta,Tangled Lignum,Base,1691,OFam3,Plants,Other family,11574,0.1,3,2635,22.8%,8551,73.9%,1960,22.92%,6,53,38,0,1,ncs,,,,,,,Fire_NK,5,6.3,6.3,6.3,45829,Distance,Generic,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Muehlenbeckia florulenta, Polygonum cunninghamii, Muehlenbeckia cunninghamii, Muehlenbeckia florulenta",,,"Tangled Lignum, Lignum",Data,No,Mat1-5,Long>500,Fire_NK,Seed<2,Poll_Apis,WL > 6,Yes,Wind,,present,,,,Magnoliopsida,Caryophyllanae,Caryophyllales,Polygonaceae
Duma horrida,Spiny Lignum,ALA,502230,https://id.biodiversity.org.au/node/apni/2915051,Duma horrida subsp. horrida,Spiny Lignum,Base,1692,OFam3,Plants,Other family,640,0.1,3,360,56.3%,436,68.1%,231,52.98%,4,10,13,2,3,ncs,,,,,,,Fire_NK,5,6.3,6.3,6.3,5320,Distance,Limited,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Muehlenbeckia horrida subsp. horrida, Muehlenbeckia horrida, Muehlenbeckia horrida ssp. horrida, Muehlenbeckia horrida subsp. horrida",,,,Data,No,Mat1-5,Long>500,Fire_NK,Seed>2,Poll_Apis,WL > 6,Yes,Wind,,present,Rare,,,Magnoliopsida,Caryophyllanae,Caryophyllales,Polygonaceae
Dysphania carinata,Crested Goosefoot,ALA,500738,https://id.biodiversity.org.au/node/apni/2896079,Dysphania carinata,Keeled Goosefoot,Base,1693,Cheno,Plants,Chenopods,700,0.1,3,29,4.1%,574,82.0%,18,3.14%,4,22,26,0,1,v,,,,,,,Fire_K,3,10,15.8,15.8,1077,Distance,Species,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Chenopodium carinatum, Dysphania carinata",,,"White Crumbweed, Boggabri, Crested Crumbweed, Keeled Goosefoot, Green Crumbweed",Data,No,Mat<1,Long<1,Fire_K,Seed>2,Poll_abiotic,WL 1-6,No,Bird_ext,,present,VU,,,Magnoliopsida,Caryophyllanae,Caryophyllales,Chenopodiaceae
Dysphania cristata,Crested Goosefoot,ALA,500739,https://id.biodiversity.org.au/node/apni/2890589,Dysphania cristata,Crested Goosefoot,Base,1694,Cheno,Plants,Chenopods,2223,0.1,3,244,11.0%,1683,75.7%,191,11.35%,6,36,29,0,1,ncs,,,,,,,Fire_K,3,10,15.8,15.8,5395,Distance,Generic,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Blitum cristatum, Chenopodium cristatum",,,"Crested Crumbweed, Crested Goosefoot",Data,No,Mat<1,Long<1,Fire_K,Seed>2,Poll_abiotic,WL 1-6,No,Bird_ext,,present,,,,Magnoliopsida,Caryophyllanae,Caryophyllales,Chenopodiaceae
Dysphania glomulifera,Globular Pigweed,ALA,501114,https://id.biodiversity.org.au/node/apni/2915551,Dysphania glomulifera subsp. glomulifera,Globular Pigweed,Base,1695,Cheno,Plants,Chenopods,1642,0.1,3,183,11.1%,1212,73.8%,90,7.43%,8,51,41,2,3,ncs,,,,,,,Fire_K,3,10,15.8,15.8,4021,Distance,Generic,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Dysphania glomulifera ssp. glomulifera, Dysphania myriocephala, Atriplex glomulifera, Dysphania glomulifera subsp. glomulifera",,,"Pigweed, Globular Pigweed",Data,No,Mat<1,Long<1,Fire_K,Seed>2,Poll_abiotic,not,No,Bird_ext,,present,,,,Magnoliopsida,Caryophyllanae,Caryophyllales,Chenopodiaceae
Dysphania pumilio,Clammy Goosefoot,ALA,500748,https://id.biodiversity.org.au/node/apni/2888293,Dysphania pumilio,Clammy Goosefoot,Base,1696,Cheno,Plants,Chenopods,6638,0.1,3,2154,32.5%,4933,74.3%,1336,27.08%,8,53,49,0,1,ncs,,,,,,,Fire_K,3,10,15.8,15.8,34640,Distance,Generic,No guild,,,,,,,,,,,,,,No,,0,,,,,,,,,,,,,,,,"Chenopodium carinatum p.p., Chenopodium pumilio",,,"Small Crumbweed, Dwarf Crumbweed, Rough-leaf Goosefoot, Clammy Goosefoot, Boggabri",Data,No,Mat<1,Long<1,Fire_K,Seed>2,Poll_abiotic,not,No,Bird_ext,,present,,,,Magnoliopsida,Caryophyllanae,Caryophyllales,Chenopodiaceae
